Date,Open,High,Low,Close,Adj Close,Volume
1988-08-01,272.029999,272.799988,271.209991,272.209991,272.209991,138170000
1988-08-02,272.190002,273.679993,270.369995,272.059998,272.059998,166660000
1988-08-03,272.029999,273.420013,271.149994,272.980011,272.980011,203590000
1988-08-04,273.000000,274.200012,271.769989,271.929993,271.929993,157240000
1988-08-05,271.700012,271.929993,270.079987,271.149994,271.149994,113400000
1988-08-08,271.130005,272.470001,269.929993,269.980011,269.980011,148800000
1988-08-09,270.000000,270.200012,265.059998,266.489990,266.489990,200710000
1988-08-10,266.429993,266.489990,261.029999,261.899994,261.899994,200950000
1988-08-11,261.920013,262.769989,260.339996,262.750000,262.750000,173000000
1988-08-12,262.700012,262.940002,261.369995,262.549988,262.549988,176960000
1988-08-15,262.489990,262.549988,258.679993,258.690002,258.690002,128560000
1988-08-16,258.679993,262.609985,257.500000,260.559998,260.559998,162790000
1988-08-17,260.570007,261.839996,259.329987,260.769989,260.769989,169500000
1988-08-18,260.760010,262.760010,260.750000,261.029999,261.029999,139820000
1988-08-19,261.049988,262.269989,260.230011,260.239990,260.239990,122370000
1988-08-22,260.239990,260.709991,256.940002,256.980011,256.980011,122250000
1988-08-23,256.989990,257.859985,256.529999,257.089996,257.089996,119540000
1988-08-24,257.160004,261.130005,257.089996,261.130005,261.130005,127800000
1988-08-25,261.100006,261.130005,257.559998,259.179993,259.179993,127640000
1988-08-26,259.179993,260.149994,258.869995,259.679993,259.679993,89240000
1988-08-29,259.679993,262.559998,259.679993,262.329987,262.329987,99280000
1988-08-30,262.329987,263.179993,261.529999,262.510010,262.510010,108720000
1988-08-31,262.510010,263.799988,261.209991,261.519989,261.519989,130480000
1988-09-01,261.519989,261.519989,256.980011,258.350006,258.350006,144090000
1988-09-02,258.350006,264.899994,258.350006,264.480011,264.480011,159840000
1988-09-06,264.420013,265.940002,264.399994,265.589996,265.589996,122250000
1988-09-07,265.619995,266.980011,264.929993,265.869995,265.869995,139590000
1988-09-08,265.869995,266.540009,264.880005,265.880005,265.880005,149380000
1988-09-09,265.880005,268.260010,263.660004,266.839996,266.839996,141540000
1988-09-12,266.850006,267.640015,266.220001,266.470001,266.470001,114880000
1988-09-13,266.450012,267.429993,265.220001,267.429993,267.429993,162490000
1988-09-14,267.500000,269.470001,267.410004,269.309998,269.309998,177220000
1988-09-15,269.299988,269.779999,268.029999,268.130005,268.130005,161210000
1988-09-16,268.130005,270.809998,267.329987,270.649994,270.649994,211110000
1988-09-19,270.640015,270.649994,267.410004,268.820007,268.820007,135770000
1988-09-20,268.829987,270.070007,268.500000,269.730011,269.730011,142220000
1988-09-21,269.760010,270.640015,269.480011,270.160004,270.160004,127400000
1988-09-22,270.190002,270.579987,268.260010,269.179993,269.179993,150670000
1988-09-23,269.160004,270.309998,268.279999,269.760010,269.760010,145100000
1988-09-26,269.769989,269.799988,268.609985,268.880005,268.880005,116420000
1988-09-27,268.890015,269.359985,268.010010,268.260010,268.260010,113010000
1988-09-28,268.220001,269.079987,267.769989,269.079987,269.079987,113720000
1988-09-29,269.089996,273.019989,269.079987,272.589996,272.589996,155790000
1988-09-30,272.549988,274.869995,271.660004,271.910004,271.910004,175750000
1988-10-03,271.890015,271.910004,268.839996,271.380005,271.380005,130380000
1988-10-04,271.369995,271.790009,270.339996,270.619995,270.619995,157760000
1988-10-05,270.630005,272.450012,270.079987,271.859985,271.859985,175130000
1988-10-06,271.869995,272.390015,271.299988,272.390015,272.390015,153570000
1988-10-07,272.380005,278.070007,272.369995,278.070007,278.070007,216390000
1988-10-10,278.059998,278.690002,277.100006,278.239990,278.239990,124660000
1988-10-11,278.149994,278.239990,276.329987,277.929993,277.929993,140900000
1988-10-12,277.910004,277.929993,273.049988,273.980011,273.980011,154840000
1988-10-13,273.950012,275.829987,273.390015,275.220001,275.220001,154530000
1988-10-14,275.269989,277.010010,274.079987,275.500000,275.500000,160240000
1988-10-17,275.480011,276.649994,275.010010,276.410004,276.410004,119290000
1988-10-18,276.429993,279.390015,276.410004,279.380005,279.380005,162500000
1988-10-19,279.399994,280.529999,274.410004,276.970001,276.970001,186350000
1988-10-20,276.970001,282.880005,276.929993,282.880005,282.880005,189580000
1988-10-21,282.880005,283.660004,281.160004,283.660004,283.660004,195410000
1988-10-24,283.630005,283.950012,282.279999,282.279999,282.279999,170590000
1988-10-25,282.279999,282.839996,281.869995,282.380005,282.380005,155190000
1988-10-26,282.369995,282.519989,280.540009,281.380005,281.380005,181550000
1988-10-27,281.350006,281.380005,276.000000,277.279999,277.279999,196540000
1988-10-28,277.290009,279.480011,277.279999,278.529999,278.529999,146300000
1988-10-31,278.540009,279.390015,277.140015,278.970001,278.970001,143460000
1988-11-01,278.970001,279.570007,278.010010,279.059998,279.059998,151250000
1988-11-02,279.070007,279.450012,277.079987,279.059998,279.059998,161300000
1988-11-03,279.040009,280.369995,279.040009,279.200012,279.200012,152980000
1988-11-04,279.109985,279.200012,276.309998,276.309998,276.309998,143580000
1988-11-07,276.299988,276.309998,273.619995,273.929993,273.929993,133870000
1988-11-08,273.950012,275.799988,273.929993,275.149994,275.149994,141660000
1988-11-09,275.140015,275.149994,272.149994,273.329987,273.329987,153140000
1988-11-10,273.320007,274.369995,272.980011,273.690002,273.690002,128920000
1988-11-11,273.649994,273.690002,267.920013,267.920013,267.920013,135500000
1988-11-14,267.929993,269.250000,266.790009,267.720001,267.720001,142900000
1988-11-15,267.730011,268.750000,267.720001,268.339996,268.339996,115170000
1988-11-16,268.410004,268.410004,262.850006,263.820007,263.820007,161710000
1988-11-17,264.609985,265.630005,263.450012,264.600006,264.600006,141280000
1988-11-18,264.600006,266.619995,264.600006,266.470001,266.470001,119320000
1988-11-21,266.350006,266.470001,263.410004,266.220001,266.220001,120430000
1988-11-22,266.190002,267.850006,265.420013,267.209991,267.209991,127000000
1988-11-23,267.220001,269.559998,267.209991,269.000000,269.000000,112010000
1988-11-25,268.989990,269.000000,266.470001,267.230011,267.230011,72090000
1988-11-28,267.220001,268.980011,266.970001,268.640015,268.640015,123480000
1988-11-29,268.600006,271.309998,268.130005,270.910004,270.910004,127420000
1988-11-30,270.910004,274.359985,270.899994,273.700012,273.700012,157810000
1988-12-01,273.679993,273.700012,272.269989,272.489990,272.489990,129380000
